"TE_id" "TE_class" "fam_length" "fpkm" "tpm" "TE_class_group"
"14712" "Seq_51769:187925371..187934770" "LTR/Copia" 9399 0 0 "LTR"
"14713" "Seq_51769:18802434..18809307" "LTR/Copia" 6873 0 0 "LTR"
"14714" "Seq_51769:188071778..188072093" "MITE/DTM" 315 0 0 "MITE"
"14715" "Seq_51769:188077678..188090595" "LTR/Gypsy" 12917 0 0 "LTR"
"14716" "Seq_51769:188092823..188102288" "LTR/Copia" 9465 0 0 "LTR"
"14717" "Seq_51769:188197760..188211431" "LTR/Gypsy" 13671 0 0 "LTR"
"14718" "Seq_51769:188222190..188231848" "LTR/Gypsy" 9658 0 0 "LTR"
"14719" "Seq_51769:188240555..188240812" "MITE/DTM" 257 0 0 "MITE"
"14720" "Seq_51769:188269640..188276323" "LTR/Copia" 6683 0 0 "LTR"
"14721" "Seq_51769:188303649..188313108" "LTR/Copia" 9459 0 0 "LTR"
"14722" "Seq_51769:188389292..188404958" "LTR/Copia" 15666 0.710616000877103 8.67597235006306 "LTR"
"14723" "Seq_51769:188393985..188403512" "LTR/Copia" 9527 0 0 "LTR"
"14724" "Seq_51769:188496208..188508800" "LTR/Gypsy" 12592 0 0 "LTR"
"14725" "Seq_51769:188580730..188597294" "LTR/Gypsy" 16564 0 0 "LTR"
"14726" "Seq_51769:188602239..188609740" "LTR/Gypsy" 7501 0 0 "LTR"
"14727" "Seq_51769:188642261..188649524" "LTR/Gypsy" 7263 0 0 "LTR"
"14728" "Seq_51769:188652802..188663119" "LTR/Gypsy" 10317 0.539522645620854 6.58707874556984 "LTR"
"14729" "Seq_51769:188707771..188719839" "LTR/unknown" 12068 0 0 "LTR"
"14730" "Seq_51769:188709795..188716229" "LTR/Copia" 6434 0 0 "LTR"
"14731" "Seq_51769:188720286..188727677" "LTR/Gypsy" 7391 0 0 "LTR"
"14732" "Seq_51769:188746917..188747318" "MITE/DTM" 401 0 0 "MITE"
"14733" "Seq_51769:188774533..188775226" "DNA/DTA" 693 0 0 "DNA"
"14734" "Seq_51769:188780045..188791803" "LTR/Gypsy" 11758 0 0 "LTR"
"14735" "Seq_51769:188862050..188862585" "MITE/DTA" 535 0 0 "MITE"
"14736" "Seq_51769:188879128..188888560" "LTR/Copia" 9432 0 0 "LTR"
"14737" "Seq_51769:188918275..188932099" "LTR/Gypsy" 13824 0 0 "LTR"
"14738" "Seq_51769:189022800..189039146" "LTR/Copia" 16346 0 0 "LTR"
"14739" "Seq_51769:189026537..189033954" "LTR/Gypsy" 7417 0 0 "LTR"
"14740" "Seq_51769:189049385..189056371" "LTR/Gypsy" 6986 0 0 "LTR"
"14741" "Seq_51769:189058863..189068344" "LTR/Gypsy" 9481 0 0 "LTR"
"14742" "Seq_51769:18911014..18915149" "DNA/DTM" 4135 0 0 "DNA"
"14743" "Seq_51769:189169915..189183706" "LTR/Gypsy" 13791 0 0 "LTR"
"14744" "Seq_51769:189185107..189194485" "LTR/Copia" 9378 0 0 "LTR"
"14745" "Seq_51769:189379384..189386866" "LTR/Gypsy" 7482 0 0 "LTR"
"14746" "Seq_51769:18939417..18951558" "LTR/Gypsy" 12141 0 0 "LTR"
"14747" "Seq_51769:18946323..18949013" "DNA/DTM" 2690 0 0 "DNA"
"14748" "Seq_51769:189482749..189486094" "LTR/Gypsy" 3345 0 0 "LTR"
"14749" "Seq_51769:189521404..189533017" "LTR/Gypsy" 11613 0 0 "LTR"
"14750" "Seq_51769:189580297..189580788" "MITE/DTA" 491 0 0 "MITE"
"14751" "Seq_51769:189594748..189606584" "LTR/Gypsy" 11836 0 0 "LTR"
"14752" "Seq_51769:189626603..189634098" "LTR/Gypsy" 7495 0 0 "LTR"
"14753" "Seq_51769:189661855..189671701" "LTR/Copia" 9846 0 0 "LTR"
"14754" "Seq_51769:189674529..189684023" "LTR/Copia" 9494 0 0 "LTR"
"14755" "Seq_51769:189759703..189769230" "LTR/Copia" 9527 0 0 "LTR"
"14756" "Seq_51769:189831728..189843288" "LTR/Gypsy" 11560 0 0 "LTR"
"14757" "Seq_51769:189940534..189940818" "MITE/DTH" 284 0 0 "MITE"
"14758" "Seq_51769:190028481..190034708" "LTR/Copia" 6227 0.893890338023183 10.9135846182823 "LTR"
"14759" "Seq_51769:190064670..190074197" "LTR/Copia" 9527 0 0 "LTR"
"14760" "Seq_51769:190079543..190089076" "LTR/Copia" 9533 0 0 "LTR"
"14761" "Seq_51769:190119651..190129136" "LTR/Copia" 9485 0 0 "LTR"
"14762" "Seq_51769:190170123..190170280" "MITE/DTA" 157 0 0 "MITE"
"14763" "Seq_51769:190179567..190191552" "LTR/Copia" 11985 0 0 "LTR"
"14764" "Seq_51769:190231564..190238916" "LTR/Gypsy" 7352 0 0 "LTR"
"14765" "Seq_51769:19025899..19026217" "MITE/DTM" 318 0 0 "MITE"
"14766" "Seq_51769:190294472..190302789" "LTR/unknown" 8317 0 0 "LTR"
"14767" "Seq_51769:190302806..190303237" "MITE/DTH" 431 0 0 "MITE"
"14768" "Seq_51769:190322275..190334958" "LTR/Gypsy" 12683 2.19437638369091 26.7913314744319 "LTR"
"14769" "Seq_51769:190337500..190351538" "LTR/Gypsy" 14038 2.3790804109718 29.046398953431 "LTR"
"14770" "Seq_51769:19036619..19046801" "LTR/Gypsy" 10182 0 0 "LTR"
"14771" "Seq_51769:190434199..190445957" "LTR/Copia" 11758 14.675447285336 179.173807957081 "LTR"
"14772" "Seq_51769:190473599..190487644" "LTR/Gypsy" 14045 0 0 "LTR"
"14773" "Seq_51769:19048404..19056080" "LTR/Copia" 7676 0 0 "LTR"
"14774" "Seq_51769:190535674..190537213" "DNA/DTC" 1539 0 0 "DNA"
"14775" "Seq_51769:190547443..190556977" "LTR/Copia" 9534 0 0 "LTR"
"14776" "Seq_51769:190557520..190568050" "LTR/Copia" 10530 11.6294029408497 141.984388527727 "LTR"
"14777" "Seq_51769:190579480..190590785" "LTR/Gypsy" 11305 0 0 "LTR"
"14778" "Seq_51769:190599518..190609075" "LTR/Copia" 9557 0 0 "LTR"
"14779" "Seq_51769:190739674..190753106" "LTR/Gypsy" 13432 0 0 "LTR"
"14780" "Seq_51769:190848708..190849012" "MITE/DTM" 304 0 0 "MITE"
"14781" "Seq_51769:190929847..190941177" "LTR/Gypsy" 11330 0 0 "LTR"
"14782" "Seq_51769:191118123..191125835" "LTR/Copia" 7712 0 0 "LTR"
"14783" "Seq_51769:191182926..191185615" "DNA/DTM" 2689 0 0 "DNA"
"14784" "Seq_51769:191290423..191291851" "DNA/DTA" 1428 0 0 "DNA"
"14785" "Seq_51769:191292005..191301470" "LTR/Gypsy" 9465 0 0 "LTR"
"14786" "Seq_51769:191336589..191345993" "LTR/Copia" 9404 0 0 "LTR"
"14787" "Seq_51769:19135341..19144862" "LTR/Copia" 9521 0 0 "LTR"
"14788" "Seq_51769:191370946..191371045" "MITE/DTM" 99 0 0 "MITE"
"14789" "Seq_51769:191379694..191389181" "LTR/Copia" 9487 0 0 "LTR"
"14790" "Seq_51769:191397474..191404780" "LTR/Gypsy" 7306 0 0 "LTR"
"14791" "Seq_51769:191615926..191629608" "LTR/Gypsy" 13682 0 0 "LTR"
"14792" "Seq_51769:191665903..191673271" "LTR/Gypsy" 7368 0 0 "LTR"
"14793" "Seq_51769:191680611..191690054" "LTR/Copia" 9443 0 0 "LTR"
"14794" "Seq_51769:191703200..191714895" "LTR/Gypsy" 11695 0 0 "LTR"
"14795" "Seq_51769:191723100..191725240" "DNA/DTA" 2140 0 0 "DNA"
"14796" "Seq_51769:191732143..191741940" "LTR/Gypsy" 9797 0 0 "LTR"
"14797" "Seq_51769:191754089..191759025" "DNA/DTA" 4936 0 0 "DNA"
"14798" "Seq_51769:191775962..191785363" "LTR/Copia" 9401 0 0 "LTR"
"14799" "Seq_51769:191801079..191811325" "LTR/Gypsy" 10246 0 0 "LTR"
"14800" "Seq_51769:191821751..191831233" "LTR/Copia" 9482 0 0 "LTR"
"14801" "Seq_51769:191896628..191899696" "DNA/DTC" 3068 0 0 "DNA"
"14802" "Seq_51769:192029999..192040873" "LTR/Gypsy" 10874 0 0 "LTR"
"14803" "Seq_51769:192080941..192094828" "LTR/Gypsy" 13887 0 0 "LTR"
"14804" "Seq_51769:1920960..1925198" "LTR/unknown" 4238 0 0 "LTR"
"14805" "Seq_51769:192133689..192135264" "LTR/unknown" 1575 0 0 "LTR"
"14806" "Seq_51769:192186896..192187370" "MITE/DTA" 474 0 0 "MITE"
"14807" "Seq_51769:192204911..192214352" "LTR/Copia" 9441 0 0 "LTR"
"14808" "Seq_51769:192278660..192288009" "LTR/Copia" 9349 0 0 "LTR"
"14809" "Seq_51769:192346217..192349431" "DNA/DTC" 3214 0 0 "DNA"
"14810" "Seq_51769:192417729..192427271" "LTR/Copia" 9542 0 0 "LTR"
"14811" "Seq_51769:192462999..192477031" "LTR/Gypsy" 14032 0 0 "LTR"
"14812" "Seq_51769:192482696..192491877" "LTR/Copia" 9181 0 0 "LTR"
"14813" "Seq_51769:192533666..192543106" "LTR/Copia" 9440 0 0 "LTR"
"14814" "Seq_51769:19255497..19268263" "LTR/Gypsy" 12766 0 0 "LTR"
"14815" "Seq_51769:192663580..192664265" "DNA/DTA" 685 0 0 "DNA"
"14816" "Seq_51769:192864764..192877260" "LTR/Copia" 12496 0 0 "LTR"
"14817" "Seq_51769:192965952..192979706" "LTR/Gypsy" 13754 0 0 "LTR"
"14818" "Seq_51769:192981009..192993433" "LTR/unknown" 12424 0 0 "LTR"
"14819" "Seq_51769:192984395..192991649" "LTR/Gypsy" 7254 0 0 "LTR"
"14820" "Seq_51769:193160590..193173177" "LTR/Gypsy" 12587 0 0 "LTR"
"14821" "Seq_51769:193181829..193191228" "LTR/Gypsy" 9399 0 0 "LTR"
"14822" "Seq_51769:193255058..193264490" "LTR/Copia" 9432 0 0 "LTR"
"14823" "Seq_51769:193336662..193337179" "MITE/DTA" 517 0 0 "MITE"
"14824" "Seq_51769:193345277..193347141" "DNA/DTC" 1864 0 0 "DNA"
"14825" "Seq_51769:193394755..193395070" "MITE/DTM" 315 0 0 "MITE"
"14826" "Seq_51769:193402453..193402768" "MITE/DTM" 315 0 0 "MITE"
"14827" "Seq_51769:193414017..193414332" "MITE/DTM" 315 0 0 "MITE"
"14828" "Seq_51769:193429229..193438083" "LTR/Copia" 8854 0 0 "LTR"
"14829" "Seq_51769:193445177..193445492" "MITE/DTM" 315 0 0 "MITE"
"14830" "Seq_51769:193452846..193453142" "MITE/DTM" 296 0 0 "MITE"
"14831" "Seq_51769:193635705..193647721" "LTR/Gypsy" 12016 0 0 "LTR"
"14832" "Seq_51769:193650316..193657722" "LTR/Gypsy" 7406 0 0 "LTR"
"14833" "Seq_51769:1936867..1944101" "LTR/Copia" 7234 0.769457441922914 9.39437260409788 "LTR"
"14834" "Seq_51769:193811123..193818523" "LTR/Gypsy" 7400 0 0 "LTR"
"14835" "Seq_51769:193905124..193914554" "LTR/Copia" 9430 0 0 "LTR"
"14836" "Seq_51769:193934431..193943942" "LTR/Copia" 9511 0 0 "LTR"
"14837" "Seq_51769:193952508..193956193" "DNA/DTM" 3685 0 0 "DNA"
"14838" "Seq_51769:193952750..193956194" "DNA/DTM" 3444 0 0 "DNA"
"14839" "Seq_51769:193971582..193984861" "LTR/Gypsy" 13279 0 0 "LTR"
"14840" "Seq_51769:194000923..194009547" "LTR/Copia" 8624 0 0 "LTR"
"14841" "Seq_51769:194117339..194126762" "LTR/Copia" 9423 0 0 "LTR"
"14842" "Seq_51769:194215320..194222834" "LTR/Gypsy" 7514 1.48156910696576 18.0886056476029 "LTR"
"14843" "Seq_51769:194312839..194322282" "LTR/Copia" 9443 0 0 "LTR"
"14844" "Seq_51769:194444157..194445279" "DNA/DTC" 1122 0 0 "DNA"
"14845" "Seq_51769:194480353..194483984" "LTR/unknown" 3631 0 0 "LTR"
"14846" "Seq_51769:19448502..19457929" "LTR/Copia" 9427 0 0 "LTR"
"14847" "Seq_51769:194496538..194507600" "LTR/Gypsy" 11062 0 0 "LTR"
"14848" "Seq_51769:194509755..194519797" "LTR/Copia" 10042 0 0 "LTR"
"14849" "Seq_51769:194526342..194539253" "LTR/Gypsy" 12911 0 0 "LTR"
"14850" "Seq_51769:194554501..194563648" "LTR/Copia" 9147 0 0 "LTR"
"14851" "Seq_51769:19459702..19469236" "LTR/Copia" 9534 0 0 "LTR"
"14852" "Seq_51769:194694475..194708332" "LTR/Gypsy" 13857 0 0 "LTR"
"14853" "Seq_51769:194765548..194768417" "DNA/DTM" 2869 0 0 "DNA"
"14854" "Seq_51769:194803705..194803989" "MITE/DTH" 284 0 0 "MITE"
"14855" "Seq_51769:194806110..194806426" "MITE/DTT" 316 0 0 "MITE"
"14856" "Seq_51769:194821879..194830958" "LTR/Copia" 9079 0 0 "LTR"
"14857" "Seq_51769:194844174..194856609" "LTR/Gypsy" 12435 0 0 "LTR"
"14858" "Seq_51769:194909461..194909987" "MITE/DTA" 526 0 0 "MITE"
"14859" "Seq_51769:194934761..194944241" "LTR/Gypsy" 9480 0 0 "LTR"
"14860" "Seq_51769:195006567..195015108" "LTR/unknown" 8541 0 0 "LTR"
"14861" "Seq_51769:195050521..195060031" "LTR/Copia" 9510 0 0 "LTR"
"14862" "Seq_51769:195080765..195081001" "MITE/DTT" 236 0 0 "MITE"
"14863" "Seq_51769:195100926..195108839" "LTR/Copia" 7913 0 0 "LTR"
"14864" "Seq_51769:195101614..195101917" "MITE/DTM" 303 0 0 "MITE"
"14865" "Seq_51769:195164419..195176151" "LTR/Gypsy" 11732 0 0 "LTR"
"14866" "Seq_51769:195300162..195309711" "LTR/Gypsy" 9549 0 0 "LTR"
"14867" "Seq_51769:195312117..195312274" "MITE/DTA" 157 0 0 "MITE"
"14868" "Seq_51769:195328850..195342417" "LTR/Gypsy" 13567 0 0 "LTR"
"14869" "Seq_51769:195337074..195339764" "DNA/DTM" 2690 0 0 "DNA"
"14870" "Seq_51769:19537397..19544771" "LTR/Gypsy" 7374 0 0 "LTR"
"14871" "Seq_51769:195424829..195426524" "DNA/DTC" 1695 0 0 "DNA"
"14872" "Seq_51769:195456366..195464560" "LTR/Copia" 8194 0 0 "LTR"
"14873" "Seq_51769:195469557..195479078" "LTR/Copia" 9521 0 0 "LTR"
"14874" "Seq_51769:195485903..195495381" "LTR/Copia" 9478 0 0 "LTR"
"14875" "Seq_51769:195527966..195537516" "LTR/Copia" 9550 0 0 "LTR"
"14876" "Seq_51769:195542799..195554366" "LTR/Gypsy" 11567 0 0 "LTR"
"14877" "Seq_51769:195600950..195608331" "LTR/Gypsy" 7381 0.754132927092584 9.20727427422356 "LTR"
"14878" "Seq_51769:195631461..195638841" "LTR/Gypsy" 7380 0 0 "LTR"
"14879" "Seq_51769:195754190..195763631" "LTR/Copia" 9441 0 0 "LTR"
"14880" "Seq_51769:195791342..195798781" "LTR/Gypsy" 7439 0 0 "LTR"
"14881" "Seq_51769:195823815..195824119" "MITE/DTM" 304 0 0 "MITE"
"14882" "Seq_51769:195945802..195953278" "LTR/Gypsy" 7476 0 0 "LTR"
"14883" "Seq_51769:195967591..195982047" "LTR/Copia" 14456 0 0 "LTR"
"14884" "Seq_51769:1959772..1960043" "MITE/DTH" 271 0 0 "MITE"
"14885" "Seq_51769:196083752..196084153" "MITE/DTM" 401 0 0 "MITE"
"14886" "Seq_51769:196091512..196091913" "MITE/DTM" 401 0 0 "MITE"
"14887" "Seq_51769:196110780..196120347" "LTR/Copia" 9567 0 0 "LTR"
"14888" "Seq_51769:196128137..196142079" "LTR/Gypsy" 13942 0 0 "LTR"
"14889" "Seq_51769:196130911..196133603" "DNA/DTM" 2692 0 0 "DNA"
"14890" "Seq_51769:196149585..196163385" "LTR/Gypsy" 13800 0 0 "LTR"
"14891" "Seq_51769:196175545..196187327" "LTR/Gypsy" 11782 0 0 "LTR"
"14892" "Seq_51769:196199673..196200207" "MITE/DTA" 534 0 0 "MITE"
"14893" "Seq_51769:196206358..196219010" "LTR/Copia" 12652 0 0 "LTR"
"14894" "Seq_51769:196304584..196313322" "LTR/unknown" 8738 0 0 "LTR"
"14895" "Seq_51769:196343115..196358329" "LTR/Gypsy" 15214 0 0 "LTR"
"14896" "Seq_51769:196416124..196416988" "DNA/DTA" 864 0 0 "DNA"
"14897" "Seq_51769:196517782..196531497" "LTR/Gypsy" 13715 0 0 "LTR"
"14898" "Seq_51769:196535416..196532974" "DNA/Helitron" 2442 0 0 "DNA"
"14899" "Seq_51769:196550196..196551197" "DNA/DTA" 1001 0 0 "DNA"
"14900" "Seq_51769:196575238..196584374" "LTR/Copia" 9136 0 0 "LTR"
"14901" "Seq_51769:19665974..19679639" "LTR/Gypsy" 13665 0 0 "LTR"
"14902" "Seq_51769:196659772..196668648" "LTR/unknown" 8876 0 0 "LTR"
"14903" "Seq_51769:196682525..196690856" "LTR/Copia" 8331 0 0 "LTR"
"14904" "Seq_51769:196717757..196720621" "DNA/DTM" 2864 0 0 "DNA"
"14905" "Seq_51769:196725883..196735006" "LTR/Copia" 9123 0 0 "LTR"
"14906" "Seq_51769:196738092..196750810" "LTR/Gypsy" 12718 0 0 "LTR"
"14907" "Seq_51769:196777014..196777575" "MITE/DTH" 561 0 0 "MITE"
"14908" "Seq_51769:19686039..19695419" "LTR/Copia" 9380 0 0 "LTR"
"14909" "Seq_51769:196897137..196906573" "LTR/Copia" 9436 0 0 "LTR"
"14910" "Seq_51769:196907942..196921767" "LTR/Gypsy" 13825 0 0 "LTR"
"14911" "Seq_51769:196916360..196919049" "DNA/DTM" 2689 0 0 "DNA"
"14912" "Seq_51769:196939076..196948459" "LTR/Gypsy" 9383 0 0 "LTR"
"14913" "Seq_51769:196949383..196958828" "LTR/Gypsy" 9445 0 0 "LTR"
"14914" "Seq_51769:1971036..1989567" "LTR/Copia" 18531 0.300375324314411 3.6673083707325 "LTR"
"14915" "Seq_51769:197152855..197153112" "MITE/DTM" 257 129.951481747946 1586.58890470142 "MITE"
"14916" "Seq_51769:197160643..197172650" "LTR/Copia" 12007 0 0 "LTR"
"14917" "Seq_51769:197212104..197213275" "DNA/DTM" 1171 0 0 "DNA"
"14918" "Seq_51769:197216330..197224728" "LTR/Gypsy" 8398 0 0 "LTR"
"14919" "Seq_51769:197274518..197282039" "LTR/Gypsy" 7521 0 0 "LTR"
"14920" "Seq_51769:197330360..197330617" "MITE/DTM" 257 0 0 "MITE"
"14921" "Seq_51769:197341198..197353859" "LTR/Gypsy" 12661 0 0 "LTR"
"14922" "Seq_51769:197359195..197368284" "LTR/Copia" 9089 0 0 "LTR"
"14923" "Seq_51769:197368929..197376316" "LTR/Gypsy" 7387 0 0 "LTR"
"14924" "Seq_51769:197428885..197434896" "LTR/unknown" 6011 0 0 "LTR"
"14925" "Seq_51769:197436851..197444173" "LTR/Gypsy" 7322 0 0 "LTR"
"14926" "Seq_51769:197467961..197477489" "LTR/Gypsy" 9528 0 0 "LTR"
"14927" "Seq_51769:197531927..197541303" "LTR/Copia" 9376 0 0 "LTR"
"14928" "Seq_51769:197545860..197555575" "LTR/Gypsy" 9715 0 0 "LTR"
"14929" "Seq_51769:19757549..19758096" "MITE/DTA" 547 0 0 "MITE"
"14930" "Seq_51769:197584376..197593891" "LTR/Copia" 9515 0 0 "LTR"
"14931" "Seq_51769:197658244..197669591" "LTR/Gypsy" 11347 0.490548615041012 5.98915056120949 "LTR"
"14932" "Seq_51769:197672431..197686372" "LTR/Gypsy" 13941 0 0 "LTR"
"14933" "Seq_51769:197680908..197683599" "DNA/DTM" 2691 0 0 "DNA"
"14934" "Seq_51769:197826244..197834233" "LTR/Copia" 7989 0 0 "LTR"
"14935" "Seq_51769:197898640..197902065" "LTR/unknown" 3425 238.902045204655 2916.77577765036 "LTR"
"14936" "Seq_51769:197911858..197921240" "LTR/Copia" 9382 0 0 "LTR"
"14937" "Seq_51769:198046728..198055842" "LTR/Copia" 9114 0 0 "LTR"
"14938" "Seq_51769:198119820..198129283" "LTR/Copia" 9463 0.588212526140797 7.18153771721907 "LTR"
"14939" "Seq_51769:19821157..19826372" "LTR/Gypsy" 5215 4.26941908714888 52.1257077031977 "LTR"
"14940" "Seq_51769:198214350..198219551" "LTR/Gypsy" 5201 0 0 "LTR"
"14941" "Seq_51769:198326743..198340810" "LTR/Gypsy" 14067 0 0 "LTR"
"14942" "Seq_51769:198352757..198361851" "LTR/Copia" 9094 0 0 "LTR"
"14943" "Seq_51769:198459759..198474794" "LTR/Gypsy" 15035 0 0 "LTR"
"14944" "Seq_51769:198466367..198473967" "LTR/Gypsy" 7600 0 0 "LTR"
"14945" "Seq_51769:198487742..198488258" "MITE/DTA" 516 0 0 "MITE"
"14946" "Seq_51769:198509090..198517784" "LTR/Copia" 8694 0 0 "LTR"
"14947" "Seq_51769:198528178..198539751" "LTR/Gypsy" 11573 0 0 "LTR"
"14948" "Seq_51769:198621936..198622474" "MITE/DTA" 538 0 0 "MITE"
"14949" "Seq_51769:198631281..198631417" "MITE/DTH" 136 0 0 "MITE"
"14950" "Seq_51769:198751867..198761314" "LTR/Copia" 9447 0 0 "LTR"
"14951" "Seq_51769:198776644..198790393" "LTR/Gypsy" 13749 0 0 "LTR"
"14952" "Seq_51769:198790994..198807437" "LTR/unknown" 16443 0 0 "LTR"
"14953" "Seq_51769:198825261..198834519" "LTR/Copia" 9258 0 0 "LTR"
"14954" "Seq_51769:198838436..198852335" "LTR/Gypsy" 13899 0 0 "LTR"
"14955" "Seq_51769:198929663..198942025" "LTR/Gypsy" 12362 0 0 "LTR"
"14956" "Seq_51769:199026597..199031749" "LTR/Gypsy" 5152 0 0 "LTR"
"14957" "Seq_51769:199032495..199033042" "MITE/DTA" 547 0 0 "MITE"
"14958" "Seq_51769:199044181..199044728" "MITE/DTA" 547 0 0 "MITE"
"14959" "Seq_51769:199171559..199185841" "LTR/Gypsy" 14282 0 0 "LTR"
"14960" "Seq_51769:19923854..19931265" "LTR/Gypsy" 7411 0 0 "LTR"
"14961" "Seq_51769:199258387..199268856" "LTR/Gypsy" 10469 0 0 "LTR"
"14962" "Seq_51769:199328981..199339443" "LTR/Gypsy" 10462 0 0 "LTR"
"14963" "Seq_51769:199349155..199363554" "LTR/Gypsy" 14399 0 0 "LTR"
"14964" "Seq_51769:199421242..199433862" "LTR/Gypsy" 12620 0 0 "LTR"
"14965" "Seq_51769:199493477..199507447" "LTR/Gypsy" 13970 0 0 "LTR"
"14966" "Seq_51769:199532696..199533130" "MITE/DTH" 434 0 0 "MITE"
"14967" "Seq_51769:199620703..199635415" "LTR/Gypsy" 14712 0 0 "LTR"
"14968" "Seq_51769:199644985..199654654" "LTR/Copia" 9669 0 0 "LTR"
"14969" "Seq_51769:199701663..199711255" "LTR/Gypsy" 9592 0 0 "LTR"
"14970" "Seq_51769:199712697..199724427" "LTR/Copia" 11730 0 0 "LTR"
"14971" "Seq_51769:199761390..199768706" "LTR/Gypsy" 7316 0 0 "LTR"
"14972" "Seq_51769:19979347..19990530" "LTR/Gypsy" 11183 0 0 "LTR"
"14973" "Seq_51769:199847436..199863315" "LTR/Copia" 15879 0 0 "LTR"
"14974" "Seq_51769:199934020..199934969" "DNA/DTA" 949 0 0 "DNA"
"14975" "Seq_51769:199953836..199963390" "LTR/Gypsy" 9554 0 0 "LTR"
"14976" "Seq_51769:199965171..199965865" "DNA/DTA" 694 0 0 "DNA"
"14977" "Seq_51769:200106066..200118950" "LTR/Gypsy" 12884 0 0 "LTR"
"14978" "Seq_51769:20010841..20011533" "DNA/DTA" 692 0 0 "DNA"
"14979" "Seq_51769:20018823..20032495" "LTR/Gypsy" 13672 0 0 "LTR"
"14980" "Seq_51769:200208829..200218986" "LTR/Gypsy" 10157 0 0 "LTR"
"14981" "Seq_51769:200297243..200298129" "DNA/DTA" 886 0 0 "DNA"
"14982" "Seq_51769:200318824..200319528" "DNA/DTA" 704 0 0 "DNA"
"14983" "Seq_51769:200333493..200342815" "LTR/Copia" 9322 0 0 "LTR"
"14984" "Seq_51769:200528499..200542455" "LTR/Gypsy" 13956 0 0 "LTR"
"14985" "Seq_51769:200547449..200548820" "DNA/DTC" 1371 0 0 "DNA"
"14986" "Seq_51769:200585161..200593888" "LTR/Copia" 8727 0 0 "LTR"
"14987" "Seq_51769:20061897..20066670" "LTR/Gypsy" 4773 0 0 "LTR"
"14988" "Seq_51769:200707948..200717424" "LTR/Copia" 9476 0 0 "LTR"
"14989" "Seq_51769:200739621..200753691" "LTR/Gypsy" 14070 0 0 "LTR"
"14990" "Seq_51769:20084669..20092112" "LTR/Gypsy" 7443 0 0 "LTR"
"14991" "Seq_51769:200859158..200866605" "LTR/Gypsy" 7447 0 0 "LTR"
"14992" "Seq_51769:200878972..200888471" "LTR/Copia" 9499 0 0 "LTR"
"14993" "Seq_51769:20094534..20107785" "LTR/Gypsy" 13251 0 0 "LTR"
"14994" "Seq_51769:201036707..201046089" "LTR/Copia" 9382 0 0 "LTR"
"14995" "Seq_51769:201110263..201121958" "LTR/Gypsy" 11695 0 0 "LTR"
"14996" "Seq_51769:201186665..201194128" "LTR/Gypsy" 7463 0 0 "LTR"
"14997" "Seq_51769:201331668..201331942" "MITE/DTH" 274 0 0 "MITE"
"14998" "Seq_51769:201343111..201352623" "LTR/Copia" 9512 0 0 "LTR"
"14999" "Seq_51769:201353049..201362459" "LTR/Copia" 9410 0 0 "LTR"
"15000" "Seq_51769:201367557..201376999" "LTR/Copia" 9442 0 0 "LTR"
"15001" "Seq_51769:201410372..201410988" "DNA/DTA" 616 0 0 "DNA"
"15002" "Seq_51769:201579479..201586812" "LTR/Gypsy" 7333 0 0 "LTR"
"15003" "Seq_51769:20167839..20169330" "DNA/DTM" 1491 22.3994170417318 273.476424217481 "DNA"
"15004" "Seq_51769:201684719..201684846" "MITE/DTH" 127 0 0 "MITE"
"15005" "Seq_51769:201693401..201702786" "LTR/Copia" 9385 0 0 "LTR"
"15006" "Seq_51769:201720838..201730248" "LTR/Copia" 9410 0 0 "LTR"
"15007" "Seq_51769:201741674..201750422" "LTR/unknown" 8748 0 0 "LTR"
"15008" "Seq_51769:201764531..201764626" "MITE/DTH" 95 0 0 "MITE"
"15009" "Seq_51769:201848469..201849004" "MITE/DTA" 535 0 0 "MITE"
"15010" "Seq_51769:201941958..201949321" "LTR/Gypsy" 7363 0 0 "LTR"
"15011" "Seq_51769:202126207..202137223" "LTR/Copia" 11016 0 0 "LTR"
"15012" "Seq_51769:20216193..20219195" "DNA/DTT" 3002 42.6461919060686 520.671053502669 "DNA"
"15013" "Seq_51769:202170052..202179026" "LTR/Copia" 8974 0 0 "LTR"
"15014" "Seq_51769:202184441..202184900" "MITE/DTA" 459 0 0 "MITE"
"15015" "Seq_51769:202195846..202205307" "LTR/Copia" 9461 0 0 "LTR"
"15016" "Seq_51769:202231253..202238553" "LTR/Gypsy" 7300 0 0 "LTR"
"15017" "Seq_51769:202371856..202381393" "LTR/Copia" 9537 0 0 "LTR"
"15018" "Seq_51769:20242262..20251423" "LTR/Copia" 9161 6.68363786525205 81.6011140266877 "LTR"
"15019" "Seq_51769:202445002..202454481" "LTR/Copia" 9479 0 0 "LTR"
"15020" "Seq_51769:202574839..202575369" "MITE/DTA" 530 0 0 "MITE"
"15021" "Seq_51769:202625811..202637803" "LTR/Copia" 11992 0 0 "LTR"
"15022" "Seq_51769:202846891..202858802" "LTR/Gypsy" 11911 0 0 "LTR"
"15023" "Seq_51769:202959294..202959373" "MITE/DTT" 79 0 0 "MITE"
"15024" "Seq_51769:203105983..203115321" "LTR/Copia" 9338 0 0 "LTR"
"15025" "Seq_51769:203148089..203157274" "LTR/Copia" 9185 0 0 "LTR"
"15026" "Seq_51769:203262233..203274956" "LTR/Gypsy" 12723 0 0 "LTR"
