TE_id,TE_class,fam_length,fpkm,tpm,TE_class_group
Seq_51766:81080316..81089103,LTR/unknown,8787,0,0,LTR
Seq_51766:81397872..81407326,LTR/Copia,9454,0,0,LTR
Seq_51766:81418240..81422872,DNA/DTM,4632,0,0,DNA
Seq_51766:8142705..8152938,LTR/Gypsy,10233,0,0,LTR
Seq_51766:81448232..81448547,MITE/DTM,315,0,0,MITE
Seq_51766:81455921..81456236,MITE/DTM,315,0,0,MITE
Seq_51766:81527483..81532698,LTR/Gypsy,5215,0,0,LTR
Seq_51766:81596746..81606179,LTR/Copia,9433,0,0,LTR
Seq_51766:81624631..81638313,LTR/Gypsy,13682,0,0,LTR
Seq_51766:81671..91109,LTR/Copia,9438,0.278507014,2.913508157,LTR
Seq_51766:8167320..8174830,LTR/Gypsy,7510,0,0,LTR
Seq_51766:81749482..81749805,MITE/DTM,323,0,0,MITE
Seq_51766:81766776..81778261,LTR/Gypsy,11485,0,0,LTR
Seq_51766:81792170..81803931,LTR/Copia,11761,0,0,LTR
Seq_51766:81863392..81872809,LTR/Copia,9417,0,0,LTR
Seq_51766:81920086..81929546,LTR/Copia,9460,0,0,LTR
Seq_51766:81936851..81946172,LTR/Copia,9321,0,0,LTR
Seq_51766:81979420..81988728,LTR/Copia,9308,0,0,LTR
Seq_51766:81990836..81999365,LTR/Copia,8529,0,0,LTR
Seq_51766:82005985..82006064,MITE/DTT,79,0,0,MITE
Seq_51766:82019516..82029052,LTR/Copia,9536,0,0,LTR
Seq_51766:82031708..82032249,MITE/DTA,541,0,0,MITE
Seq_51766:82046891..82056292,LTR/Copia,9401,0,0,LTR
Seq_51766:82115791..82127585,LTR/Gypsy,11794,0,0,LTR
Seq_51766:82142880..82143214,MITE/DTC,334,0,0,MITE
Seq_51766:8215430..8224511,LTR/Copia,9081,0,0,LTR
Seq_51766:82280391..82287795,LTR/Gypsy,7404,0,0,LTR
Seq_51766:82353856..82364379,LTR/Gypsy,10523,0,0,LTR
Seq_51766:82366314..82373669,LTR/Gypsy,7355,0,0,LTR
Seq_51766:82502635..82503791,DNA/Helitron,1156,0,0,DNA
Seq_51766:82585615..82594944,LTR/Gypsy,9329,0,0,LTR
Seq_51766:82611587..82621073,LTR/Copia,9486,0,0,LTR
Seq_51766:82674629..82675643,DNA/DTC,1014,0,0,DNA
Seq_51766:8268803..8276227,LTR/Gypsy,7424,0,0,LTR
Seq_51766:82688190..82689381,DNA/DTC,1191,0,0,DNA
Seq_51766:82698306..82700900,DNA/DTM,2594,0,0,DNA
Seq_51766:82731107..82745047,LTR/Gypsy,13940,0,0,LTR
Seq_51766:82739584..82742273,DNA/DTM,2689,0,0,DNA
Seq_51766:82746254..82751022,DNA/DTC,4768,0,0,DNA
Seq_51766:82771114..82780707,LTR/Gypsy,9593,0,0,LTR
Seq_51766:8284248..8284483,MITE/DTA,235,0,0,MITE
Seq_51766:82856147..82867588,LTR/Gypsy,11441,0,0,LTR
Seq_51766:82903707..82915517,LTR/Gypsy,11810,0,0,LTR
Seq_51766:83079897..83080081,MITE/DTM,184,0,0,MITE
Seq_51766:83103756..83111195,LTR/Gypsy,7439,0,0,LTR
Seq_51766:83119176..83119693,MITE/DTA,517,0,0,MITE
Seq_51766:83198434..83207341,LTR/Copia,8907,0,0,LTR
Seq_51766:83233170..83242673,LTR/Copia,9503,0,0,LTR
Seq_51766:83293850..83303229,LTR/Copia,9379,0,0,LTR
Seq_51766:83319992..83329466,LTR/Gypsy,9474,0,0,LTR
Seq_51766:8332040..8341250,LTR/Copia,9210,0,0,LTR
Seq_51766:83456436..83470126,LTR/Gypsy,13690,0,0,LTR
Seq_51766:83510535..83520004,LTR/Copia,9469,0,0,LTR
Seq_51766:83510552..83520004,LTR/Copia,9452,0,0,LTR
Seq_51766:83620517..83620821,MITE/DTM,304,0,0,MITE
Seq_51766:83628207..83628501,MITE/DTM,294,0,0,MITE
Seq_51766:83681670..83683780,DNA/DTC,2110,0,0,DNA
Seq_51766:83685745..83686439,DNA/DTA,694,0,0,DNA
Seq_51766:83711192..83724788,LTR/Gypsy,13596,0.193332539,2.022483817,LTR
Seq_51766:83905114..83914405,LTR/Copia,9291,0,0,LTR
Seq_51766:83922433..83931932,LTR/Copia,9499,0,0,LTR
Seq_51766:83987422..83996452,LTR/Copia,9030,0,0,LTR
Seq_51766:84173139..84177910,DNA/DTC,4771,4.958487275,51.87155939,DNA
Seq_51766:8427209..8442204,LTR/Gypsy,14995,0,0,LTR
Seq_51766:84384405..84384589,MITE/DTM,184,0,0,MITE
Seq_51766:8450479..8459824,LTR/Copia,9345,0,0,LTR
Seq_51766:84573894..84583302,LTR/Copia,9408,0,0,LTR
Seq_51766:84700509..84700727,MITE/DTH,218,0,0,MITE
Seq_51766:847867..857297,LTR/Copia,9430,0,0,LTR
Seq_51766:84794473..84795007,MITE/DTA,534,0,0,MITE
Seq_51766:84953621..84967333,LTR/Gypsy,13712,0,0,LTR
Seq_51766:84973657..84985268,LTR/Gypsy,11611,0,0,LTR
Seq_51766:85002306..85011763,LTR/Copia,9457,0,0,LTR
Seq_51766:85047415..85056835,LTR/Gypsy,9420,0,0,LTR
Seq_51766:85079174..85088635,LTR/Copia,9461,0,0,LTR
Seq_51766:85135192..85136836,DNA/DTC,1644,0,0,DNA
Seq_51766:85268362..85268971,DNA/DTA,609,0,0,DNA
Seq_51766:85272752..85275490,DNA/DTC,2738,0,0,DNA
Seq_51766:85291525..85298452,LTR/Gypsy,6927,0,0,LTR
Seq_51766:85327500..85336933,LTR/Copia,9433,0,0,LTR
Seq_51766:85405955..85406091,MITE/DTH,136,0,0,MITE
Seq_51766:8543627..8544321,DNA/DTA,694,0,0,DNA
Seq_51766:85463122..85472440,LTR/Copia,9318,0,0,LTR
Seq_51766:8548808..8557687,LTR/Copia,8879,0,0,LTR
Seq_51766:85521765..85530940,LTR/Copia,9175,0,0,LTR
Seq_51766:85591719..85594955,DNA/DTC,3236,32.49133744,339.8972804,DNA
Seq_51766:85602614..85611948,LTR/Copia,9334,0,0,LTR
Seq_51766:85636239..85645765,LTR/Copia,9526,0,0,LTR
Seq_51766:8564703..8572126,LTR/Gypsy,7423,0,0,LTR
Seq_51766:85681684..85691145,LTR/Copia,9461,0,0,LTR
Seq_51766:85699159..85700700,DNA/DTC,1541,0,0,DNA
Seq_51766:85716687..85715970,DNA/Helitron,717,0,0,DNA
Seq_51766:85833506..85842962,LTR/Copia,9456,0,0,LTR
Seq_51766:85897063..85904296,LTR/Copia,7233,0,0,LTR
Seq_51766:86116170..86130236,LTR/Gypsy,14066,0,0,LTR
Seq_51766:86218507..86221325,DNA/DTM,2818,0,0,DNA
Seq_51766:86235099..86235781,DNA/DTA,682,0,0,DNA
Seq_51766:86285931..86297745,LTR/Gypsy,11814,0,0,LTR
Seq_51766:86399057..86412904,LTR/Gypsy,13847,0,0,LTR
Seq_51766:86414920..86415931,DNA/DTC,1011,0,0,DNA
Seq_51766:86476265..86489937,LTR/Gypsy,13672,0,0,LTR
Seq_51766:86490536..86490693,MITE/DTA,157,0,0,MITE
Seq_51766:86580969..86590453,LTR/Gypsy,9484,0,0,LTR
Seq_51766:86611377..86622995,LTR/Gypsy,11618,0,0,LTR
Seq_51766:8664809..8667239,DNA/DTM,2430,0,0,DNA
Seq_51766:8666125..8678940,LTR/Copia,12815,0,0,LTR
Seq_51766:86662481..86674041,LTR/Gypsy,11560,0,0,LTR
Seq_51766:86782551..86791318,LTR/unknown,8767,0,0,LTR
Seq_51766:8678706..8680257,DNA/DTM,1551,0,0,DNA
Seq_51766:86792748..86802368,LTR/Gypsy,9620,0,0,LTR
Seq_51766:86850400..86851337,DNA/DTC,937,0,0,DNA
Seq_51766:86964493..86977096,LTR/Gypsy,12603,0,0,LTR
Seq_51766:87249263..87258837,LTR/Gypsy,9574,0,0,LTR
Seq_51766:87278627..87288154,LTR/Copia,9527,0,0,LTR
Seq_51766:87320736..87320869,MITE/DTH,133,0,0,MITE
Seq_51766:87371437..87382937,LTR/Gypsy,11500,0,0,LTR
Seq_51766:87429292..87429449,MITE/DTA,157,0,0,MITE
Seq_51766:87456446..87456582,MITE/DTH,136,0,0,MITE
Seq_51766:87482168..87491677,LTR/Copia,9509,0,0,LTR
Seq_51766:87657358..87664722,LTR/Gypsy,7364,0,0,LTR
Seq_51766:87704285..87713862,LTR/Gypsy,9577,0,0,LTR
Seq_51766:87721258..87729886,LTR/Copia,8628,0,0,LTR
Seq_51766:87797745..87798696,DNA/DTA,951,0,0,DNA
Seq_51766:87886001..87895447,LTR/Copia,9446,0,0,LTR
Seq_51766:87922496..87935140,LTR/Gypsy,12644,0,0,LTR
Seq_51766:8815648..8818527,DNA/DTM,2879,0,0,DNA
Seq_51766:88158719..88168525,LTR/Gypsy,9806,0,0,LTR
Seq_51766:88230817..88244501,LTR/Gypsy,13684,0,0,LTR
Seq_51766:88311722..88325529,LTR/Gypsy,13807,0,0,LTR
Seq_51766:88384603..88391993,LTR/Gypsy,7390,0,0,LTR
Seq_51766:88529735..88543750,LTR/Gypsy,14015,0,0,LTR
Seq_51766:88617138..88627925,LTR/Gypsy,10787,0,0,LTR
Seq_51766:88720548..88737741,LTR/Copia,17193,0,0,LTR
Seq_51766:88723620..88732050,LTR/Copia,8430,0,0,LTR
Seq_51766:88742119..88750799,LTR/Gypsy,8680,0,0,LTR
Seq_51766:88760509..88760683,MITE/DTM,174,0,0,MITE
Seq_51766:88785402..88792747,LTR/Gypsy,7345,0,0,LTR
Seq_51766:88852844..88853022,MITE/DTH,178,0,0,MITE
Seq_51766:88895969..88913191,LTR/Copia,17222,0,0,LTR
Seq_51766:88971489..88984951,LTR/Gypsy,13462,0,0,LTR
Seq_51766:88999857..89000054,MITE/DTM,197,0,0,MITE
Seq_51766:89007743..89011359,DNA/DTC,3616,0,0,DNA
Seq_51766:89032930..89042455,LTR/Gypsy,9525,0,0,LTR
Seq_51766:89048808..89056221,LTR/Gypsy,7413,0,0,LTR
Seq_51766:89116159..89126642,LTR/Gypsy,10483,0,0,LTR
Seq_51766:89198659..89205972,LTR/Gypsy,7313,0,0,LTR
Seq_51766:89210663..89224436,LTR/Gypsy,13773,0,0,LTR
Seq_51766:89227544..89228622,DNA/Helitron,1078,0,0,DNA
Seq_51766:89317581..89329245,LTR/Gypsy,11664,0,0,LTR
Seq_51766:89398264..89407426,LTR/Copia,9162,0,0,LTR
Seq_51766:89441802..89451335,LTR/Copia,9533,0,0,LTR
Seq_51766:89470609..89470766,MITE/DTA,157,0,0,MITE
Seq_51766:89501615..89518643,LTR/Copia,17028,0,0,LTR
Seq_51766:89527751..89527850,MITE/DTM,99,0,0,MITE
Seq_51766:89528155..89541821,LTR/Gypsy,13666,0,0,LTR
Seq_51766:89576832..89590529,LTR/Gypsy,13697,0,0,LTR
Seq_51766:89629827..89629951,MITE/DTH,124,0,0,MITE
Seq_51766:89693958..89707153,LTR/Gypsy,13195,0,0,LTR
Seq_51766:89763705..89777686,LTR/Gypsy,13981,0,0,LTR
Seq_51766:89804584..89804720,MITE/DTH,136,0,0,MITE
Seq_51766:89815305..89824835,LTR/Copia,9530,0,0,LTR
Seq_51766:89910389..89923491,LTR/Gypsy,13102,0,0,LTR
Seq_51766:899324..900261,DNA/DTA,937,0,0,DNA
Seq_51766:89935360..89950220,LTR/Gypsy,14860,0,0,LTR
Seq_51766:90048995..90058262,LTR/Copia,9267,0,0,LTR
Seq_51766:90141832..90149388,LTR/Gypsy,7556,0,0,LTR
Seq_51766:90153562..90160982,LTR/Gypsy,7420,0,0,LTR
Seq_51766:90174712..90182107,LTR/Gypsy,7395,0,0,LTR
Seq_51766:90219768..90221827,DNA/DTM,2059,0,0,DNA
Seq_51766:9029789..9038900,LTR/Copia,9111,0,0,LTR
Seq_51766:90409443..90410036,MITE/DTA,593,0,0,MITE
Seq_51766:90437723..90452031,LTR/Gypsy,14308,0,0,LTR
Seq_51766:90485321..90490502,LTR/Gypsy,5181,0,0,LTR
Seq_51766:9051330..9060763,LTR/Copia,9433,0,0,LTR
Seq_51766:90561143..90570658,LTR/Gypsy,9515,0,0,LTR
Seq_51766:90622574..90629918,LTR/Gypsy,7344,0,0,LTR
Seq_51766:90682878..90683404,MITE/DTH,526,0,0,MITE
Seq_51766:90797367..90804799,LTR/Gypsy,7432,0,0,LTR
Seq_51766:90813236..90827518,LTR/Gypsy,14282,0,0,LTR
Seq_51766:9081338..9082911,LTR/unknown,1573,0,0,LTR
Seq_51766:9093191..9109518,LTR/Copia,16327,0,0,LTR
Seq_51766:90945164..90952589,LTR/Gypsy,7425,0,0,LTR
Seq_51766:90979145..90988712,LTR/Gypsy,9567,0,0,LTR
Seq_51766:9106333..9106622,MITE/DTM,289,0,0,MITE
Seq_51766:91142576..91155834,LTR/Copia,13258,0,0,LTR
Seq_51766:91189158..91189482,MITE/DTM,324,0,0,MITE
Seq_51766:9118916..9127567,LTR/unknown,8651,0,0,LTR
Seq_51766:91276668..91286229,LTR/Copia,9561,0,0,LTR
Seq_51766:91409081..91418526,LTR/Copia,9445,0,0,LTR
Seq_51766:91523369..91523673,MITE/DTM,304,0,0,MITE
Seq_51766:91555161..91562529,LTR/Copia,7368,0,0,LTR
Seq_51766:91569964..91579486,LTR/Copia,9522,0,0,LTR
Seq_51766:91638567..91643317,DNA/DTC,4750,0.553378779,5.788987365,DNA
Seq_51766:91651134..91659140,LTR/Gypsy,8006,0,0,LTR
Seq_51766:91753924..91763671,LTR/Gypsy,9747,0,0,LTR
Seq_51766:91827224..91834641,LTR/Gypsy,7417,0,0,LTR
Seq_51766:9185935..9202237,LTR/Copia,16302,0,0,LTR
Seq_51766:9204659..9205352,DNA/DTA,693,0,0,DNA
Seq_51766:92049674..92057089,LTR/Gypsy,7415,0,0,LTR
Seq_51766:92187291..92197558,LTR/Gypsy,10267,0,0,LTR
Seq_51766:92192908..92193809,DNA/DTA,901,0,0,DNA
Seq_51766:92242303..92249675,LTR/Gypsy,7372,0,0,LTR
Seq_51766:92529111..92529670,MITE/DTH,559,0,0,MITE
Seq_51766:92530607..92541122,LTR/Gypsy,10515,0,0,LTR
Seq_51766:92630496..92639517,LTR/Copia,9021,0,0,LTR
Seq_51766:92650011..92657438,LTR/Gypsy,7427,0,0,LTR
Seq_51766:92787359..92796861,LTR/Gypsy,9502,0,0,LTR
Seq_51766:9285427..9299161,LTR/Gypsy,13734,0,0,LTR
Seq_51766:930422..930822,MITE/DTM,400,0,0,MITE
Seq_51766:93050310..93050428,MITE/DTH,118,0,0,MITE
Seq_51766:93130167..93130724,MITE/DTA,557,0,0,MITE
Seq_51766:93159448..93169546,LTR/Gypsy,10098,0,0,LTR
Seq_51766:9316887..9326199,LTR/Copia,9312,0,0,LTR
Seq_51766:93169715..93172055,DNA/DTC,2340,0,0,DNA
Seq_51766:93183693..93193196,LTR/Copia,9503,0,0,LTR
Seq_51766:93234098..93236229,DNA/DTC,2131,0,0,DNA
Seq_51766:93291875..93301397,LTR/Copia,9522,0,0,LTR
Seq_51766:93374163..93374681,MITE/DTC,518,0,0,MITE
Seq_51766:93411273..93420879,LTR/Gypsy,9606,0,0,LTR
Seq_51766:9352462..9361927,LTR/Copia,9465,0,0,LTR
Seq_51766:93527254..93529943,DNA/DTM,2689,0,0,DNA
Seq_51766:93552461..93555062,DNA/DTM,2601,0,0,DNA
Seq_51766:93567095..93568938,DNA/DTC,1843,0,0,DNA
Seq_51766:93570805..93578114,LTR/Gypsy,7309,0,0,LTR
Seq_51766:93578781..93579814,DNA/DTC,1033,0,0,DNA
Seq_51766:93610342..93610864,MITE/DTC,522,0,0,MITE
Seq_51766:93621992..93622275,MITE/DTC,283,0,0,MITE
Seq_51766:93665694..93674120,LTR/unknown,8426,0,0,LTR
Seq_51766:93767956..93777263,LTR/Copia,9307,0.282427119,2.954517028,LTR
Seq_51766:9378157..9387532,LTR/Copia,9375,0,0,LTR
Seq_51766:93789803..93789939,MITE/DTH,136,0,0,MITE
Seq_51766:93800300..93809675,LTR/Gypsy,9375,0,0,LTR
Seq_51766:93821775..93834324,LTR/Gypsy,12549,0,0,LTR
Seq_51766:93945197..93952629,LTR/Gypsy,7432,0,0,LTR
Seq_51766:9397731..9402197,DNA/DTM,4466,0,0,DNA
Seq_51766:9398044..9402393,DNA/DTM,4349,0,0,DNA
Seq_51766:94022375..94029778,LTR/Gypsy,7403,0,0,LTR
Seq_51766:94183246..94196639,LTR/Gypsy,13393,0,0,LTR
Seq_51766:94196857..94205794,LTR/Copia,8937,0,0,LTR
Seq_51766:94237557..94247009,LTR/Copia,9452,0,0,LTR
Seq_51766:94322216..94327751,LTR/Gypsy,5535,0,0,LTR
Seq_51766:94356073..94363420,LTR/Gypsy,7347,0,0,LTR
Seq_51766:94396152..94413205,LTR/Copia,17053,0,0,LTR
Seq_51766:94400967..94409052,LTR/Copia,8085,0,0,LTR
Seq_51766:94430299..94430592,MITE/DTC,293,0,0,MITE
Seq_51766:94616974..94617110,MITE/DTH,136,0,0,MITE
Seq_51766:94712039..94723409,LTR/Gypsy,11370,0,0,LTR
Seq_51766:94728009..94740145,LTR/Gypsy,12136,0,0,LTR
Seq_51766:9477051..9489055,LTR/Copia,12004,0,0,LTR
Seq_51766:94772945..94782393,LTR/Copia,9448,0,0,LTR
Seq_51766:94790146..94799619,LTR/Copia,9473,0,0,LTR
Seq_51766:94813226..94813530,MITE/DTM,304,0,0,MITE
Seq_51766:94833408..94840372,LTR/Gypsy,6964,0,0,LTR
Seq_51766:94848774..94858080,LTR/Copia,9306,0,0,LTR
Seq_51766:94868809..94876259,LTR/Gypsy,7450,0,0,LTR
Seq_51766:94892831..94893130,MITE/DTM,299,0,0,MITE
Seq_51766:94967..104206,LTR/Copia,9239,0,0,LTR
Seq_51766:95136720..95140718,DNA/DTM,3998,0,0,DNA
Seq_51766:95158493..95170709,LTR/Gypsy,12216,0,0,LTR
Seq_51766:95316492..95332854,LTR/Copia,16362,0,0,LTR
Seq_51766:95388060..95395453,LTR/Gypsy,7393,0,0,LTR
Seq_51766:95416674..95430304,LTR/Gypsy,13630,0,0,LTR
Seq_51766:95456193..95459434,LTR/unknown,3241,0,0,LTR
Seq_51766:95456789..95458218,DNA/DTA,1429,0,0,DNA
Seq_51766:95594138..95595581,DNA/DTM,1443,0,0,DNA
Seq_51766:95595806..95604371,LTR/Copia,8565,0,0,LTR
Seq_51766:95606222..95613732,LTR/Gypsy,7510,0,0,LTR
Seq_51766:95629272..95641809,LTR/Gypsy,12537,0,0,LTR
Seq_51766:95723988..95733503,LTR/Copia,9515,0,0,LTR
Seq_51766:95801271..95803778,DNA/DTC,2507,13.63029102,142.5887394,DNA
Seq_51766:95823391..95835138,LTR/Copia,11747,0,0,LTR
Seq_51766:95890149..95899682,LTR/Copia,9533,0,0,LTR
Seq_51766:95918528..95927998,LTR/Copia,9470,0,0,LTR
Seq_51766:95944825..95954249,LTR/Copia,9424,0,0,LTR
Seq_51766:95956744..95966063,LTR/Gypsy,9319,0,0,LTR
Seq_51766:96006793..96010612,LTR/unknown,3819,2.064846189,21.60069912,LTR
Seq_51766:96074633..96082043,LTR/Gypsy,7410,0,0,LTR
Seq_51766:96109077..96118562,LTR/Copia,9485,0,0,LTR
Seq_51766:96217442..96229019,LTR/Copia,11577,0,0,LTR
Seq_51766:96245438..96255440,LTR/Gypsy,10002,0,0,LTR
Seq_51766:96278400..96288426,LTR/Gypsy,10026,0,0,LTR
Seq_51766:96297835..96311825,LTR/Gypsy,13990,0,0,LTR
Seq_51766:96340367..96349834,LTR/Copia,9467,0,0,LTR
Seq_51766:96527467..96535052,LTR/Gypsy,7585,0,0,LTR
Seq_51766:96528302..96528438,MITE/DTH,136,0,0,MITE
Seq_51766:96547348..96556612,LTR/Copia,9264,0,0,LTR
Seq_51766:9656334..9667622,LTR/Gypsy,11288,0,0,LTR
Seq_51766:96669392..96679986,LTR/Gypsy,10594,0,0,LTR
Seq_51766:96785442..96799074,LTR/Gypsy,13632,0,0,LTR
Seq_51766:96819376..96828960,LTR/Gypsy,9584,0,0,LTR
Seq_51766:96880814..96895591,DNA/Helitron,14777,0,0,DNA
Seq_51766:96901340..96910862,LTR/Copia,9522,0,0,LTR
Seq_51766:96916255..96925559,LTR/Copia,9304,0,0,LTR
Seq_51766:96940217..96940353,MITE/DTH,136,0,0,MITE
Seq_51766:96974509..96986516,LTR/Copia,12007,0,0,LTR
Seq_51766:9698475..9710319,LTR/Gypsy,11844,0,0,LTR
Seq_51766:97036363..97040042,DNA/DTC,3679,0,0,DNA
Seq_51766:97041602..97043322,DNA/DTC,1720,0,0,DNA
Seq_51766:97044361..97058201,LTR/Gypsy,13840,0,0,LTR
Seq_51766:97062519..97064068,DNA/DTC,1549,0,0,DNA
Seq_51766:97073442..97085167,LTR/Gypsy,11725,0,0,LTR
Seq_51766:97178353..97182566,DNA/DTM,4213,0,0,DNA
Seq_51766:97186025..97193513,LTR/Gypsy,7488,0,0,LTR
Seq_51766:97283264..97290721,LTR/Gypsy,7457,0,0,LTR
Seq_51766:97291611..97305088,LTR/Gypsy,13477,0,0,LTR
Seq_51766:97324723..97332171,LTR/Gypsy,7448,0,0,LTR
Seq_51766:97463867..97471300,LTR/Gypsy,7433,0,0,LTR
Seq_51766:97540529..97552120,LTR/Gypsy,11591,0,0,LTR
Seq_51766:97576646..97585698,LTR/Copia,9052,0,0,LTR
Seq_51766:97726926..97742231,LTR/Gypsy,15305,0,0,LTR
Seq_51766:9775462..9775777,MITE/DTM,315,0,0,MITE
Seq_51766:97787306..97796903,LTR/Gypsy,9597,0,0,LTR
Seq_51766:97803934..97815474,LTR/Gypsy,11540,0,0,LTR
Seq_51766:9783181..9783496,MITE/DTM,315,0,0,MITE
Seq_51766:97941808..97951197,LTR/Copia,9389,0,0,LTR
Seq_51766:97969447..97976591,LTR/unknown,7144,0,0,LTR
Seq_51766:9803544..9813010,LTR/Copia,9466,0,0,LTR
Seq_51766:98067172..98067476,MITE/DTM,304,0,0,MITE
Seq_51766:98075562..98088656,LTR/Gypsy,13094,0,0,LTR
Seq_51766:98097791..98099310,DNA/DTC,1519,0,0,DNA
Seq_51766:98099726..98099862,MITE/DTH,136,0,0,MITE
Seq_51766:98132606..98141535,LTR/Copia,8929,0,0,LTR
Seq_51766:98240910..98250483,LTR/Gypsy,9573,0,0,LTR
Seq_51766:9825405..9838025,LTR/Gypsy,12620,0,0,LTR
Seq_51766:98264129..98277498,LTR/Gypsy,13369,0,0,LTR
Seq_51766:98341687..98349098,LTR/Gypsy,7411,0,0,LTR
Seq_51766:98453465..98462898,LTR/Copia,9433,0,0,LTR
Seq_51766:9848495..9850717,DNA/DTC,2222,33.12303221,346.5055443,DNA
Seq_51766:98532547..98540039,LTR/Gypsy,7492,0,0,LTR
Seq_51766:98652744..98664631,LTR/Gypsy,11887,0,0,LTR
Seq_51766:98734588..98745090,LTR/Gypsy,10502,0,0,LTR
Seq_51766:98792501..98806304,LTR/Gypsy,13803,0,0,LTR
Seq_51766:98832347..98841911,LTR/Gypsy,9564,0,0,LTR
Seq_51766:98864792..98877439,LTR/Gypsy,12647,0,0,LTR
Seq_51766:98888462..98895866,LTR/Gypsy,7404,0,0,LTR
Seq_51766:98910496..98920080,LTR/Gypsy,9584,0,0,LTR
Seq_51766:98925226..98932604,LTR/Gypsy,7378,0,0,LTR
Seq_51766:98949361..98956753,LTR/Gypsy,7392,0,0,LTR
Seq_51766:9897946..9905373,LTR/Gypsy,7427,0,0,LTR
Seq_51766:98996108..98996431,MITE/DTM,323,0,0,MITE
Seq_51766:99084628..99094158,LTR/Copia,9530,0,0,LTR
Seq_51766:99154865..99162298,LTR/Gypsy,7433,0,0,LTR
Seq_51766:99175787..99177975,DNA/DTH,2188,0,0,DNA
Seq_51766:99196118..99205571,LTR/Copia,9453,0,0,LTR
Seq_51766:99222510..99232035,LTR/Gypsy,9525,0,0,LTR
Seq_51766:99260385..99262491,DNA/DTM,2106,0,0,DNA
Seq_51766:99444119..99453604,LTR/Copia,9485,0,0,LTR
Seq_51766:99465410..99474900,LTR/Gypsy,9490,0,0,LTR
Seq_51766:99512875..99524567,LTR/Copia,11692,0,0,LTR
Seq_51766:99579707..99587103,LTR/Gypsy,7396,0,0,LTR
Seq_51766:9958726..9969125,LTR/unknown,10399,0,0,LTR
Seq_51766:99650323..99650858,MITE/DTA,535,0,0,MITE
Seq_51766:99665045..99672417,LTR/Gypsy,7372,0,0,LTR
Seq_51766:99692134..99689499,DNA/Helitron,2635,0,0,DNA
Seq_51766:99735759..99750449,LTR/Gypsy,14690,0,0,LTR
Seq_51766:99741045..99748399,LTR/Gypsy,7354,0,0,LTR
Seq_51766:99769304..99777118,LTR/Copia,7814,0,0,LTR
Seq_51766:99791331..99798679,LTR/Gypsy,7348,0,0,LTR
Seq_51766:99835778..99843216,LTR/Gypsy,7438,0,0,LTR
Seq_51766:99846340..99846870,MITE/DTA,530,0,0,MITE
Seq_51766:99939642..99951217,LTR/Gypsy,11575,0,0,LTR
Seq_51766:99960211..99969579,LTR/Copia,9368,0,0,LTR
Seq_51766:99968703..99971166,DNA/DTM,2463,0,0,DNA
Seq_51767:100009722..100021267,LTR/Gypsy,11545,0,0,LTR
Seq_51767:100109226..100118664,LTR/Copia,9438,0,0,LTR
Seq_51767:100140772..100154986,LTR/Gypsy,14214,0,0,LTR
Seq_51767:100199115..100208552,LTR/Copia,9437,0,0,LTR
Seq_51767:100265786..100266090,MITE/DTM,304,0,0,MITE
Seq_51767:100313043..100328012,LTR/Gypsy,14969,0,0,LTR
Seq_51767:100357651..100365005,LTR/Gypsy,7354,0,0,LTR
Seq_51767:100413143..100420835,LTR/Gypsy,7692,0,0,LTR
Seq_51767:10043026..10053115,LTR/Copia,10089,0,0,LTR
Seq_51767:100479046..100486403,LTR/unknown,7357,0,0,LTR
Seq_51767:100519446..100528845,LTR/Copia,9399,0,0,LTR
Seq_51767:100534979..100555583,LTR/Gypsy,20604,0,0,LTR
Seq_51767:100568476..100578035,LTR/Gypsy,9559,0,0,LTR
Seq_51767:100674114..100683610,LTR/Copia,9496,0,0,LTR
Seq_51767:100714656..100725964,LTR/Gypsy,11308,0,0,LTR
Seq_51767:100813679..100823119,LTR/Copia,9440,0,0,LTR
Seq_51767:100827390..100834836,LTR/Gypsy,7446,0,0,LTR
Seq_51767:100843384..100859821,LTR/unknown,16437,0,0,LTR
Seq_51767:100846486..100853798,LTR/Gypsy,7312,0,0,LTR
Seq_51767:100906141..100916360,LTR/Gypsy,10219,0,0,LTR
Seq_51767:100914055..100914744,DNA/DTA,689,0,0,DNA
Seq_51767:10094785..10104179,LTR/Gypsy,9394,0,0,LTR
Seq_51767:101063473..101075296,LTR/Gypsy,11823,0,0,LTR
Seq_51767:101094878..101104336,LTR/Copia,9458,0,0,LTR
Seq_51767:101189625..101198467,LTR/Gypsy,8842,0,0,LTR
Seq_51767:101315633..101324605,LTR/Copia,8972,0,0,LTR
Seq_51767:101344377..101353846,LTR/Copia,9469,0,0,LTR
Seq_51767:101363425..101372872,LTR/Copia,9447,0,0,LTR
Seq_51767:101471678..101472200,MITE/DTA,522,0,0,MITE
Seq_51767:101527755..101541720,LTR/Gypsy,13965,0,0,LTR
Seq_51767:101536133..101539001,DNA/DTM,2868,0,0,DNA
Seq_51767:101605154..101616757,LTR/Gypsy,11603,0,0,LTR
Seq_51767:101621255..101628624,LTR/Gypsy,7369,0,0,LTR
Seq_51767:101653995..101661346,LTR/Gypsy,7351,0,0,LTR
Seq_51767:101780964..101790269,LTR/Copia,9305,0,0,LTR
Seq_51767:101883658..101884216,MITE/DTA,558,0,0,MITE
Seq_51767:101885687..101886133,MITE/DTA,446,0,0,MITE
Seq_51767:101911410..101918844,LTR/Gypsy,7434,0,0,LTR
