,0,1,2,3,4,5,6,7,8,9
206,TE_00003112_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,PROT|Retand INT|Retand,2,1,TE_00003112
207,TE_00003118_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,GAG|Reina INT|Reina CHD|Reina,3,1,TE_00003118
208,TE_00003165_INT#LTR/unknown,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale RT|Ale,3,1,TE_00003165
209,TE_00003170_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00003170
210,TE_00003195_INT#LTR/Copia,LTR,Copia,Ivana,0,+,GAG|Ivana RT|Ivana RH|Ivana,3,1,TE_00003195
211,TE_00003207_INT#LTR/unknown,LTR,Copia,Ivana,0,+,RH|Ivana,1,1,TE_00003207
212,TE_00003215_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand RT|Retand RH|Retand INT|Retand,4,1,TE_00003215
213,TE_00003235_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay,1,1,TE_00003235
214,TE_00003252_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,RT|Reina,1,1,TE_00003252
215,TE_00003258_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00003258
216,TE_00003281_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00003281
217,TE_00003314_INT#LTR/Copia,LTR,Copia,Bianca,0,+,GAG|Bianca,1,1,TE_00003314
218,TE_00003317_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,PROT|Retand RT|Retand,2,1,TE_00003317
219,TE_00003319_INT#LTR/Copia,LTR,Copia,Ikeros,1,+,GAG|Ikeros PROT|Ikeros INT|Ikeros RT|Ikeros RH|Ikeros,5,1,TE_00003319
220,TE_00003341_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale,1,1,TE_00003341
221,TE_00003343_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00003343
222,TE_00003345_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00003345
223,TE_00003360_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand,1,1,TE_00003360
224,TE_00003365_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,PROT|Retand INT|Retand,2,1,TE_00003365
225,TE_00003371_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,RT|Reina RH|Reina INT|Reina CHD|Reina,4,1,TE_00003371
226,TE_00003394_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,aRH|Retand INT|Retand,2,1,TE_00003394
227,TE_00003395_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00003395
228,TE_00003415_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00003415
229,TE_00003417_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,RT|Retand RH|Retand,2,1,TE_00003417
230,TE_00003432_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale,2,1,TE_00003432
231,TE_00003437_INT#LTR/Copia,LTR,Copia,Ale,0,+,INT|Ale,1,1,TE_00003437
232,TE_00003442_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,GAG|Retand,1,1,TE_00003442
233,TE_00003443_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale PROT|Ale INT|Ale,3,1,TE_00003443
234,TE_00003446_INT#LTR/unknown,LTR,Copia,Ale,0,?,CHD|Tekay GAG|Ale PROT|Ale INT|Ale,4,1,TE_00003446
235,TE_00003448_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale INT|Ale RT|Ale RH|Ale,4,1,TE_00003448
236,TE_00003456_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale PROT|Ale INT|Ale,3,1,TE_00003456
237,TE_00003458_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay,1,1,TE_00003458
238,TE_00003461_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale,2,1,TE_00003461
239,TE_00003469_INT#LTR/Copia,LTR,Copia,Ale,1,-,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00003469
240,TE_00003470_INT#LTR/Copia,LTR,Copia,Ale,0,+,INT|Ale,1,1,TE_00003470
241,TE_00003478_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,GAG|CRM,1,1,TE_00003478
242,TE_00003483_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale PROT|Ale INT|Ale,3,1,TE_00003483
243,TE_00003495_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay,2,1,TE_00003495
244,TE_00003498_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand INT|Retand,2,1,TE_00003498
245,TE_00003503_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay CHD|Tekay,3,1,TE_00003503
246,TE_00003506_INT#LTR/Copia,LTR,Gypsy,Retand,0,-,GAG|Retand,1,1,TE_00003506
247,TE_00003512_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00003512
248,TE_00003518_LTR#LTR/Copia,LTR,Copia,TAR,1,+,GAG|TAR PROT|TAR INT|TAR RT|TAR RH|TAR,5,2,TE_00003518
249,TE_00003528_INT#LTR/Copia,LTR,Copia,Bianca,0,+,GAG|Bianca,1,1,TE_00003528
250,TE_00003532_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,RT|CRM,1,1,TE_00003532
251,TE_00003533_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Osser PROT|Ale INT|Ale,3,1,TE_00003533
252,TE_00003535_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00003535
253,TE_00003536_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00003536
254,TE_00003545_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale PROT|Ale INT|Ale RH|Ale,4,1,TE_00003545
255,TE_00003546_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand INT|Retand,2,1,TE_00003546
256,TE_00003594_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay,1,1,TE_00003594
257,TE_00003599_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,aRH|Retand INT|Retand,2,1,TE_00003599
258,TE_00003600_INT#LTR/Gypsy,LTR,Gypsy,Ogre,0,-,RH|Ogre,1,1,TE_00003600
259,TE_00003608_INT#LTR/unknown,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale,2,1,TE_00003608
260,TE_00003615_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00003615
261,TE_00003616_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay,1,1,TE_00003616
262,TE_00003621_INT#LTR/Copia,LTR,Gypsy,Reina,0,-,CHD|Reina,1,1,TE_00003621
263,TE_00003624_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,RT|Tekay,1,1,TE_00003624
264,TE_00003640_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand RT|Retand,2,1,TE_00003640
265,TE_00003642_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00003642
266,TE_00003644_INT#LTR/Copia,LTR,Copia,SIRE,0,+,GAG|SIRE,1,1,TE_00003644
267,TE_00003647_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RH|Retand,1,1,TE_00003647
268,TE_00003653_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00003653
269,TE_00003670_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00003670
270,TE_00003675_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00003675
271,TE_00003700_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00003700
272,TE_00003714_INT#LTR/Copia,LTR,Copia,SIRE,0,+,GAG|SIRE PROT|SIRE,2,1,TE_00003714
273,TE_00003717_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,5,1,TE_00003717
274,TE_00003724_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00003724
275,TE_00003729_INT#LTR/Copia,LTR,Copia,Ale,0,+,RT|Ale,1,1,TE_00003729
276,TE_00003742_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00003742
277,TE_00003750_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00003750
278,TE_00003773_INT#LTR/Copia,LTR,Copia,Ivana,0,+,GAG|Ivana RT|Ivana RH|Ivana,3,1,TE_00003773
279,TE_00003779_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00003779
280,TE_00003795_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00003795
281,TE_00003799_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00003799
282,TE_00003801_INT#LTR/Gypsy,LTR,Gypsy,Ogre,0,+,PROT|Ogre RT|Ogre RH|Ogre INT|Ogre,4,1,TE_00003801
283,TE_00003830_INT#LTR/unknown,LTR,Gypsy,Reina,0,-,GAG|Reina,1,1,TE_00003830
284,TE_00003859_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00003859
285,TE_00003861_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00003861
286,TE_00003866_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,RT|Tekay,1,1,TE_00003866
287,TE_00003887_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay CHD|Tekay,2,1,TE_00003887
288,TE_00003889_INT#LTR/unknown,LTR,Gypsy,Tekay,0,-,RT|Tekay CHD|Tekay,2,1,TE_00003889
289,TE_00003892_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,CHD|Tekay,1,1,TE_00003892
290,TE_00003910_INT#LTR/Copia,LTR,Copia,Ale,0,+,RT|Ale RH|Ale,2,1,TE_00003910
291,TE_00003938_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00003938
292,TE_00003943_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00003943
293,TE_00003953_INT#LTR/Copia,LTR,Copia,SIRE,0,+,GAG|SIRE,1,1,TE_00003953
294,TE_00003974_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale,2,1,TE_00003974
295,TE_00003982_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay,2,1,TE_00003982
296,TE_00004003_INT#LTR/Copia,LTR,Copia,SIRE,0,+,GAG|SIRE,1,1,TE_00004003
297,TE_00004013_INT#LTR/unknown,LTR,Gypsy,Tekay,0,-,CHD|Tekay,1,1,TE_00004013
298,TE_00004019_INT#LTR/unknown,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00004019
299,TE_00004029_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay,1,1,TE_00004029
300,TE_00004031_INT#LTR/Copia,LTR,Copia,Ale,0,-,PROT|Ale INT|Ale,2,1,TE_00004031
301,TE_00004033_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,GAG|CRM,1,1,TE_00004033
302,TE_00004039_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00004039
303,TE_00004043_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,RH|Retand,1,1,TE_00004043
304,TE_00004046_INT#LTR/Gypsy,LTR,Gypsy,Ogre,0,+,GAG|Ogre,1,1,TE_00004046
305,TE_00004054_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand INT|Retand,2,1,TE_00004054
306,TE_00004059_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,RH|Reina,1,1,TE_00004059
307,TE_00004071_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00004071
308,TE_00004073_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale PROT|Ale INT|Ale RT|Ale,4,1,TE_00004073
309,TE_00004085_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00004085
310,TE_00004088_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00004088
311,TE_00004104_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,GAG|Reina PROT|Reina RH|Reina INT|Reina CHD|Reina,5,1,TE_00004104
312,TE_00004116_INT#LTR/Copia,LTR,Copia,SIRE,0,+,GAG|SIRE PROT|SIRE INT|SIRE,3,1,TE_00004116
313,TE_00004119_INT#LTR/Gypsy,LTR,Gypsy,Ogre,0,+,PROT|Ogre RT|Ogre RH|Ogre INT|Ogre,4,1,TE_00004119
314,TE_00004152_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand,1,1,TE_00004152
315,TE_00004160_INT#LTR/unknown,LTR,Copia,Bianca,0,+,RH|Bianca,1,1,TE_00004160
316,TE_00004168_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand,1,1,TE_00004168
317,TE_00004169_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,CHD|Tekay,1,1,TE_00004169
318,TE_00004193_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00004193
319,TE_00004196_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00004196
320,TE_00004201_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00004201
321,TE_00004209_INT#LTR/Copia,LTR,Copia,Ivana,0,+,GAG|Ivana RT|Ivana RH|Ivana,3,1,TE_00004209
322,TE_00004219_INT#LTR/Gypsy,LTR,Gypsy,Ogre,0,+,RT|Ogre aRH|Ogre INT|Ogre,3,1,TE_00004219
323,TE_00004224_INT#LTR/Copia,LTR,Copia,Bianca,1,+,GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca,5,1,TE_00004224
324,TE_00004231_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00004231
325,TE_00004232_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00004232
326,TE_00004254_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,GAG|Reina PROT|Reina RT|Reina RH|Reina CHD|Reina,5,1,TE_00004254
327,TE_00004264_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00004264
328,TE_00004266_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00004266
329,TE_00004273_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand,1,1,TE_00004273
330,TE_00004316_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay,1,1,TE_00004316
331,TE_00004332_INT#LTR/Copia,LTR,Copia,Bianca,0,+,PROT|Bianca,1,1,TE_00004332
332,TE_00004352_INT#LTR/Copia,LTR,Copia,SIRE,0,+,GAG|SIRE,1,1,TE_00004352
333,TE_00004361_INT#LTR/Copia,LTR,Copia,Bianca,0,+,PROT|Bianca INT|Bianca RT|Bianca RH|Bianca,4,1,TE_00004361
334,TE_00004381_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00004381
335,TE_00004392_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,INT|Reina CHD|Reina,2,1,TE_00004392
336,TE_00004409_INT#LTR/unknown,LTR,Gypsy,Reina,0,-,PROT|Reina,1,1,TE_00004409
337,TE_00004412_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,RT|Reina,1,1,TE_00004412
338,TE_00004419_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RH|Retand INT|Retand,2,1,TE_00004419
339,TE_00004443_LTR#LTR/Gypsy,LTR,Gypsy,CRM,0,+,CHDCR|CRM,1,2,TE_00004443
340,TE_00004451_INT#LTR/Copia,LTR,Copia,Ale,0,-,PROT|Ale INT|Ale,2,1,TE_00004451
341,TE_00004452_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00004452
342,TE_00004471_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RH|Retand INT|Retand,2,1,TE_00004471
343,TE_00004486_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale PROT|Ale INT|Ale,3,1,TE_00004486
344,TE_00004487_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay,2,1,TE_00004487
345,TE_00004488_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay,1,1,TE_00004488
346,TE_00004489_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00004489
347,TE_00004504_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,GAG|Retand PROT|Retand RT|Retand INT|Retand,4,1,TE_00004504
348,TE_00004519_INT#LTR/Gypsy,LTR,Gypsy,Ogre,0,+,RH|Ogre,1,1,TE_00004519
349,TE_00004529_INT#LTR/unknown,LTR,Copia,Angela,0,+,RH|Angela,1,1,TE_00004529
350,TE_00004532_LTR#LTR/Gypsy,LTR,Gypsy,CRM,0,+,RT|CRM RH|CRM INT|CRM CHDCR|CRM,4,2,TE_00004532
351,TE_00004554_INT#LTR/unknown,LTR,Copia,Bianca,0,+,RH|Bianca,1,1,TE_00004554
352,TE_00004572_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00004572
353,TE_00004574_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RH|Retand,1,1,TE_00004574
354,TE_00004575_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00004575
355,TE_00004585_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay,1,1,TE_00004585
356,TE_00004619_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00004619
357,TE_00004623_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand,1,1,TE_00004623
358,TE_00004632_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00004632
359,TE_00004633_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00004633
360,TE_00004644_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00004644
361,TE_00004646_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RH|Retand,1,1,TE_00004646
362,TE_00004659_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand INT|Retand,2,1,TE_00004659
363,TE_00004666_INT#LTR/Copia,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00004666
364,TE_00004668_INT#LTR/Copia,LTR,Copia,Bianca,1,+,GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca,5,1,TE_00004668
365,TE_00004681_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00004681
366,TE_00004695_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay,2,1,TE_00004695
367,TE_00004700_INT#LTR/unknown,LTR,Copia,SIRE,0,+,GAG|SIRE,1,1,TE_00004700
368,TE_00004719_INT#LTR/Copia,LTR,Copia,Bianca,0,+,PROT|Bianca INT|Bianca RT|Bianca RH|Bianca,4,1,TE_00004719
369,TE_00004729_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00004729
370,TE_00004750_INT#LTR/Copia,LTR,Copia,Ale,0,+,RT|Ale RH|Ale,2,1,TE_00004750
371,TE_00004762_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00004762
372,TE_00004773_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale PROT|Ale INT|Ale RT|Ale,4,1,TE_00004773
373,TE_00004779_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand RH|Retand,2,1,TE_00004779
374,TE_00004788_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,INT|Reina,1,1,TE_00004788
375,TE_00004809_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale RT|Ale,3,1,TE_00004809
376,TE_00004816_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00004816
377,TE_00004823_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RH|Retand INT|Retand,2,1,TE_00004823
378,TE_00004834_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand INT|Retand,2,1,TE_00004834
379,TE_00004835_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00004835
380,TE_00004836_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00004836
381,TE_00004840_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay,2,1,TE_00004840
382,TE_00004841_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,GAG|CRM,1,1,TE_00004841
383,TE_00004857_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,GAG|CRM,1,1,TE_00004857
384,TE_00004880_INT#LTR/unknown,LTR,Copia,Ale,0,+,RT|Ale RH|Ale,2,1,TE_00004880
385,TE_00004883_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,INT|Retand,1,1,TE_00004883
386,TE_00004888_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00004888
387,TE_00004925_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale,2,1,TE_00004925
388,TE_00004927_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00004927
389,TE_00004935_INT#LTR/unknown,LTR,Gypsy,Reina,0,-,GAG|Reina,1,1,TE_00004935
390,TE_00004953_INT#LTR/unknown,LTR,Copia,Bianca,0,+,RH|Bianca,1,1,TE_00004953
391,TE_00005011_INT#LTR/unknown,LTR,Copia,Ale,0,+,GAG|Ale INT|Ale,2,1,TE_00005011
392,TE_00005013_INT#LTR/Gypsy,LTR,Gypsy,Ogre,0,+,PROT|Ogre RT|Ogre RH|Ogre INT|Ogre,4,1,TE_00005013
393,TE_00005023_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00005023
394,TE_00005027_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay,2,1,TE_00005027
395,TE_00005041_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,CHD|Tekay,1,1,TE_00005041
396,TE_00005049_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00005049
397,TE_00005051_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00005051
398,TE_00005053_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,GAG|CRM,1,1,TE_00005053
399,TE_00005067_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand INT|Retand GAG|TatIII,3,1,TE_00005067
400,TE_00005073_INT#LTR/unknown,LTR,Copia,Ale,0,+,PROT|Ale RH|Ale,2,1,TE_00005073
401,TE_00005078_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay,2,1,TE_00005078
402,TE_00005079_INT#LTR/Copia,LTR,Copia,Ale,0,+,INT|Ale,1,1,TE_00005079
403,TE_00005086_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00005086
404,TE_00005088_INT#LTR/Copia,LTR,Copia,Ale,0,+,RT|Ale RH|Ale,2,1,TE_00005088
405,TE_00005092_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand,1,1,TE_00005092
406,TE_00005098_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,RT|Retand,1,1,TE_00005098
407,TE_00005117_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00005117
408,TE_00005121_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand RH|Retand,2,1,TE_00005121
409,TE_00005128_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00005128
410,TE_00005140_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00005140
411,TE_00005141_INT#LTR/unknown,LTR,Gypsy,CRM,0,+,GAG|CRM,1,1,TE_00005141
412,TE_00005166_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale,2,1,TE_00005166
